Day	Scott_River_Avg_Flow_m3day	South_Fork_Avg_Flow_m3day	Wildcat_Avg_Flow_m3day	Sugar_Avg_Flow_m3day	McConaughy_Main_Avg_Flow_m3day	McConaughy_Branch_Avg_Flow_m3day	Miners_Avg_Flow_m3day	French_Avg_Flow_m3day	Clark_Avg_Flow_m3day	Etna_Avg_Flow_m3day	Heartstrand_Avg_Flow_m3day	Shell_Avg_Flow_m3day	Hamlin_Avg_Flow_m3day	Johnson_Avg_Flow_m3day	Crystal_Avg_Flow_m3day	Patterson_Avg_Flow_m3day	Kidder_Avg_Flow_m3day	Moffett_Avg_Flow_m3day	McAdams_Avg_Flow_m3day	Indian_Avg_Flow_m3day	Rattlesnake_Avg_Flow_m3day	Mill_Avg_Flow_m3day	Shackleford_Avg_Flow_m3day	Sniktaw_Avg_Flow_m3day	Patterson_North_Avg_Flow_m3day
1990-10-11	4571.94054868405	4909.5698073764	300.685767342682	1335.34818401656	653.973194554099	116.946946126771	251.753990720602	631.219918424832	187.898022228787	1572.17798286743	1632.6087269957	251.753990720602	1287.15038404381	3123.55996067048	172.484512592832	1183.65967648812	2522.18842598511	2553.74942190636	503.752640324314	456.044158117786	203.556190747853	3978.88741602444	1391.37506824884	48.4424588558592	115.234333944998
1990-10-12	4507.59526242601	4789.19763688608	297.015884096026	1304.76582362776	632.687871723494	114.011039529446	248.328766357056	610.668572243558	186.674727813235	1551.13731891994	1603.98363767178	243.924906461069	1257.54665918746	3088.57374038569	170.282582644838	1167.26753131972	2486.468229051	2517.0505894398	503.507981441203	452.129615988019	202.577555215411	3941.69926579165	1376.94019414533	47.9531410896384	114.255698412557
1990-10-13	4457.44019138838	4674.94193847352	294.569295264922	1276.38539318696	614.093796607104	111.564450698342	246.126836409062	593.29779154272	185.451433397683	1531.80926715421	1577.31581941275	237.563775500198	1231.36815869464	3054.32149675023	167.835993813734	1151.60936280065	2451.97132653243	2487.69152346655	503.018663674982	449.927686040026	201.84357856608	3906.71304550687	1364.21793222359	47.708482206528	113.766380646336
1990-10-14	4414.38022796095	4611.57528774793	292.612024200038	1260.23790690167	599.903581386701	109.607179633459	244.41422422729	580.330870737869	184.472797865242	1512.48121538849	1552.11595445238	232.42593895488	1208.85954144849	3020.31391199789	165.634063865741	1135.46187651537	2416.74044736453	2464.69358845417	502.774004791872	448.215073858253	201.354260799859	3872.46080187141	1351.98498806807	47.4638233234176	113.521721763226
1990-10-15	4375.7241244295	4531.81649185394	291.144070901376	1238.95258407107	587.670637231181	108.139226334797	242.701612045517	568.83190323168	183.24950344969	1494.86577580454	1528.38404279067	227.288102409562	1188.30819526721	2988.01893942732	163.676792800858	1121.27166129496	2385.66876920951	2446.588831104	502.529345908762	447.236438325811	200.864943033638	3838.20855823596	1339.50738502944	46.9745055571968	113.277062880115
1990-10-16	4340.73790414472	4463.55666346614	289.920776485824	1223.294415552	577.150305257434	106.671273036134	240.988999863744	558.311571257933	182.270867917248	1477.49499510371	1504.16281336274	222.394924747354	1168.98014350149	2954.50067244119	161.474862852864	1106.10281054212	2352.3951611065	2430.44134481871	502.284687025651	446.25780279337	200.130966384307	3805.91358566538	1328.98705305569	46.7298466740864	113.277062880115
1990-10-17	4310.88952040525	4480.92744416698	288.942140953382	1227.9429343311	569.07656211479	105.447978620582	239.521046565082	552.195099180173	181.536891267917	1460.12421440287	1482.87749053213	218.235723734477	1152.58799833309	2922.45035875373	159.517591787981	1091.42327755549	2320.83416518525	2417.47442401386	502.040028142541	445.279167260928	199.641648618086	3772.88463644548	1317.4880855495	46.485187790976	113.032403997005
1990-10-18	4501.23413146514	5303.71526806725	330.53415108215	1428.56321848163	596.723015906266	108.873202984128	283.804304408064	654.21785343721	202.822214098522	1497.31236463565	1481.16487835036	223.618219162906	1157.97049376152	2903.36696587112	161.230203969754	1102.67758617857	2357.04367988559	2459.80041079196	502.284687025651	445.034508377818	200.130966384307	3762.11964558862	1315.77547336773	46.485187790976	113.766380646336
1990-10-19	7834.71141384434	19587.8794995848	1043.71479534897	5268.48438889935	1225.98566326621	183.4941623328	2019.65908007635	3780.4690618219	676.237152917146	5050.49332404799	2115.07604448941	586.447342815629	2086.94027293171	3623.88737663124	228.511396825114	2202.41926575982	7183.91878477068	5986.31355194527	556.59895907616	547.546580401075	267.412159239667	4855.74485309211	1656.58529754052	53.824954284288	177.62234913815
1990-10-20	10580.5180589924	19902.5108232648	708.532125487718	4722.40576179694	1043.47013646586	151.688507528448	1675.17937265691	4449.61110712885	512.071042350067	5495.5278324258	1944.30414407835	479.776069779494	1785.03121117348	3198.91489666848	171.01655929417	1586.61285697094	5425.31073297312	7109.297825422	1124.4522267754	1656.82995642363	944.383288806144	4975.87236469931	2041.67837955629	118.170240542323	799.789888887898
1990-10-21	8974.08783248947	17093.0928685081	567.853267699238	3961.27197644049	913.066951768013	142.146811087142	1284.94845409582	3545.1072162697	407.357040378816	3089.06305815191	1822.21936140626	407.601699261926	1625.26896050239	2987.28496277798	157.071002956877	1135.95119428159	3245.15542557635	5513.14327200975	873.676871587238	1775.24485584906	940.958064442599	4724.36303286182	1841.05809540576	101.288777607706	801.25784218656
1990-10-22	8968.70533706104	19854.3130232921	766.760939667994	4813.41886631401	1066.95738924445	161.474862852864	1659.27654525473	4054.97632867177	518.187514427827	2571.12020260719	1936.71971870193	472.925621052403	1786.49916447214	3092.97760028168	164.166110567078	1137.41914758025	3206.74398092801	5430.93788728466	626.082081879514	1659.03188637162	768.718210732877	4688.64283592771	1733.65284572029	70.951076102016	644.920815879015
1990-10-23	9504.50829107282	18166.1667298303	651.526605722995	4154.30783521459	987.932569999795	149.731236463565	1358.59077791205	3828.17754402843	424.238503313434	2256.97819669344	1824.66595023736	407.601699261926	1638.48054019035	2901.16503592312	156.826344073766	1089.46600649061	2864.46620345656	5577.7332171509	581.30950627031	1681.54050361778	789.02489803104	4463.80132234925	1860.38614717148	70.7064172189056	673.056587436711
1990-10-24	8606.12087229143	15479.3228755119	573.969739776998	3462.41251377838	916.247517248448	143.614764385805	1024.87606134947	3035.48276275073	345.703001834995	1751.75760307046	1725.82376146076	351.819473912755	1518.35302858314	2789.84524410789	153.645778593331	1062.30887046536	2498.21185544029	4924.98331701235	532.622388531341	1468.19795754551	638.315026035034	4155.28647074703	1772.06429036863	58.718131946496	535.802954011776
1990-10-25	7785.53497833915	13233.5989874415	523.080692090035	2944.95897599988	866.337105093927	138.721586723597	759.910490940902	2377.10570830065	289.186799836493	1531.07529050488	1637.2572457748	309.493487134656	1413.883685495	2737.97756088849	151.933166411558	1049.58660854362	2351.41652557405	4343.91846962515	509.135135752742	1190.75478409832	464.117901260429	3900.84123231222	1605.94090873667	49.4210943883008	371.636843444698
1990-10-26	7098.04351679893	11558.4196147846	476.106186532838	2605.61710512576	820.341235069171	134.073067944499	588.159954997402	1895.37236745627	252.487967369933	1438.10491492293	1577.56047829586	284.293622174285	1340.73067944499	2703.96997613614	150.465213112896	1035.39639332321	2276.79556622538	3853.86672675502	502.529345908762	924.565919274202	340.320506406566	3730.80330855049	1455.72035450688	45.7512111416448	253.955920668595
1990-10-27	6481.0138135945	10319.2223718305	434.02485863785	2367.56401185934	777.525930524851	129.669208048512	472.436303286182	1563.85958084168	223.618219162906	1399.20415250838	1535.96846816709	266.922841473446	1280.29993531672	2674.36625127978	148.997259814234	1022.91879028458	2228.84242513574	3479.04931782989	500.572074843878	719.786434110797	271.082042486323	3622.9087410988	1366.41986217158	44.5279167260928	186.185410047014
