LITH_ID,WELL_INFO_ID,LOCAL_ID1,LOCAL_ID2,LOCAL_ID3,X_CATEALEALBERS_m,Y_CATEALEALBERS_m,GROUND_SURFACE_ELEVATION_m,LITH_TOP_DEPTH_m,LITH_BOT_DEPTH_m,LITH_DESCRIPTION,Texture_Qualifier,Secondary_Texture_Modifier,Primary_Texture_Modifier,Texture,Color_Qualifier,Primary_Color,Secondary_Color,Classification,DATA_SOURCE
343728,17899,,,,-147329.5117,432848.6282,1254.992664,537.6672,539.496,brn shale,,,,shale,,brown,,n/a,AECOM (Local Agencies)
343729,17899,,,,-147329.5117,432848.6282,1254.992664,539.496,552.6024,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
343730,17899,,,,-147329.5117,432848.6282,1254.992664,552.6024,553.5168,gray shale,,,,shale,,gray,,n/a,AECOM (Local Agencies)
343731,17899,,,,-147329.5117,432848.6282,1254.992664,553.5168,571.1952,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
343732,17899,,,,-147329.5117,432848.6282,1254.992664,571.1952,576.072,brn lava,lava,,,lava,,brown,,n/a,AECOM (Local Agencies)
343733,17900,,,,-160206.0555,426263.7339,1302.742632,0,1.0668,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
343734,17900,,,,-160206.0555,426263.7339,1302.742632,1.0668,1.2192,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
343735,17900,,,,-160206.0555,426263.7339,1302.742632,1.2192,7.62,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
343736,17900,,,,-160206.0555,426263.7339,1302.742632,7.62,9.4488,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
343737,17900,,,,-160206.0555,426263.7339,1302.742632,9.4488,46.0248,layers of sand and clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
343738,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,0,6.1,"sand, cobbles",,,cobbley,sand,,,,coarse,AECOM (Local Agencies)
343739,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,6.1,15.24,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343740,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,15.24,22.86,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343741,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,22.86,24.38,hard gray rock,hard,,,rock,,gray,,n/a,AECOM (Local Agencies)
343742,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,24.38,27.43,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343743,17901,| 798002,,,-203738.0358,374694.0113,1269.723648,27.43,39.62,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343744,17902,| 1096130,,,-214073.6356,415199.1527,763.648968,24.38,150.88,fractured rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343745,17902,| 1096130,,,-214073.6356,415199.1527,763.648968,150.88,166.12,fractured rock w/ sand,fractured,,sandy,rock,,,,n/a,AECOM (Local Agencies)
343746,17903,| 406067,,,-211872.6955,400564.5931,810.472344,0,0.91,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
343747,17903,| 406067,,,-211872.6955,400564.5931,810.472344,0.91,16.76,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
343748,17903,| 406067,,,-211872.6955,400564.5931,810.472344,16.76,27.43,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
343749,17903,| 406067,,,-211872.6955,400564.5931,810.472344,27.43,36.58,decomposed granite,decomposed,,,rock,,,,n/a,AECOM (Local Agencies)
343750,17904,| 64537,,,-245790.701,405944.6858,838.556616,0,3.048,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343751,17904,| 64537,,,-245790.701,405944.6858,838.556616,3.048,9.144,decomposed rock ,decomposed,,,rock,,,,n/a,AECOM (Local Agencies)
343752,17904,| 64537,,,-245790.701,405944.6858,838.556616,9.144,18.288,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343753,17904,| 64537,,,-245790.701,405944.6858,838.556616,18.288,27.432,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343754,17904,| 64537,,,-245790.701,405944.6858,838.556616,27.432,33.528,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343755,17904,| 64537,,,-245790.701,405944.6858,838.556616,33.528,35.052,fractured rock ,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343756,17905,| 134233,,,-212748.4379,419810.9639,823.850016,0,6.1,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
343757,17905,| 134233,,,-212748.4379,419810.9639,823.850016,6.1,54.86,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
343758,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,0.91,79.25,"sand, boulders",,,bouldery,sand,,,,coarse,AECOM (Local Agencies)
343759,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,79.25,100.58,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343760,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,100.58,118.87,boulders,,,,boulders,,,,coarse,AECOM (Local Agencies)
343761,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,118.87,121.92,andesite,,,,rock,,,,n/a,AECOM (Local Agencies)
343762,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,121.92,124.97,hard rock,hard,,,rock,,,,n/a,AECOM (Local Agencies)
343763,17906,| 1089045,,,-194610.948,391623.8147,1001.972088,124.97,156.97,"sand, boulders",,,bouldery,sand,,,,coarse,AECOM (Local Agencies)
343764,17907,| 406989,,,-199453.1591,405109.4175,820.33872,0,20.12,"volcanic rock, basalt",volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343765,17907,| 406989,,,-199453.1591,405109.4175,820.33872,20.12,36.58,fractured volcanic rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343766,17908,| 58977,,,-243082.6544,384649.266,942.48732,0,0.9144,top soil ,,,,top soil,,,,n/a,AECOM (Local Agencies)
343767,17908,| 58977,,,-243082.6544,384649.266,942.48732,0.9144,4.572,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
343768,17908,| 58977,,,-243082.6544,384649.266,942.48732,4.572,8.2296,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343769,17908,| 58977,,,-243082.6544,384649.266,942.48732,8.2296,17.0688,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
343770,17908,| 58977,,,-243082.6544,384649.266,942.48732,17.0688,23.7744,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
343771,17909,| 349965,,,-204339.403,380275.9298,1011.481848,0,1.83,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
343772,17909,| 349965,,,-204339.403,380275.9298,1011.481848,1.83,6.71,decomposed serpentinite,decomposed,,,rock,,,,n/a,AECOM (Local Agencies)
343773,17909,| 349965,,,-204339.403,380275.9298,1011.481848,6.71,36.58,serpentinite,,,,rock,,,,n/a,AECOM (Local Agencies)
343774,17910,| 65656,,,-232982.4764,397372.8734,879.448584,0,24.384,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343775,17910,| 65656,,,-232982.4764,397372.8734,879.448584,24.384,27.432,gravel ,,,,gravel,,,,coarse,AECOM (Local Agencies)
343776,17910,| 65656,,,-232982.4764,397372.8734,879.448584,27.432,30.48,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343777,17910,| 65656,,,-232982.4764,397372.8734,879.448584,30.48,33.528,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343778,17910,| 65656,,,-232982.4764,397372.8734,879.448584,33.528,35.9664,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343779,17910,| 65656,,,-232982.4764,397372.8734,879.448584,35.9664,38.7096,fractured rock ,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343780,17910,| 65656,,,-232982.4764,397372.8734,879.448584,38.7096,41.148,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343781,17910,| 65656,,,-232982.4764,397372.8734,879.448584,41.148,51.816,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343782,17910,| 65656,,,-232982.4764,397372.8734,879.448584,51.816,56.388,shale ,,,,shale,,,,n/a,AECOM (Local Agencies)
343783,17911,| 450209,,,-198091.1529,413328.3222,842.598264,0,6.4,hard blue/green rock,hard,,,rock,,blue,green,n/a,AECOM (Local Agencies)
343784,17911,| 450209,,,-198091.1529,413328.3222,842.598264,6.4,28.96,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343785,17911,| 450209,,,-198091.1529,413328.3222,842.598264,28.96,110.34,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343786,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,0,17.07,"sand, cobbles",,,cobbley,sand,,,,coarse,AECOM (Local Agencies)
343787,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,17.07,35.36,"cinder, cobbles",,,cobbley,rock,,,,n/a,AECOM (Local Agencies)
343788,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,35.36,91.44,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343789,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,91.44,118.87,cinder,,,,rock,,,,n/a,AECOM (Local Agencies)
343790,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,118.87,155.45,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343791,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,155.45,182.88,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
343792,17912,| 59931,,,-195112.1855,390966.1639,1019.239008,182.88,184.71,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
343793,17913,| 115489,,,-199766.674,376470.7676,1173.376368,3.05,13.72,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
343794,17913,| 115489,,,-199766.674,376470.7676,1173.376368,13.72,22.86,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
343795,17913,| 115489,,,-199766.674,376470.7676,1173.376368,22.86,28.96,"gravel, boulders",,,bouldery,gravel,,,,coarse,AECOM (Local Agencies)
343796,17913,| 115489,,,-199766.674,376470.7676,1173.376368,28.96,31.7,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
343797,17914,,,,-176407.3619,430480.0324,1292.842728,0,1.2192,Brown clay top soil,,,soily,clay,,brown,,fine,AECOM (Local Agencies)
343798,17914,,,,-176407.3619,430480.0324,1292.842728,1.2192,2.4384,hard grey clay,hard,,,clay,,gray,,fine,AECOM (Local Agencies)
343799,17914,,,,-176407.3619,430480.0324,1292.842728,2.4384,7.62,boulders & clay,,,clayey,boulders,,,,coarse,AECOM (Local Agencies)
343800,17914,,,,-176407.3619,430480.0324,1292.842728,7.62,10.0584,broken lava rock,lava,,rocky,lava,,,,n/a,AECOM (Local Agencies)
343801,17914,,,,-176407.3619,430480.0324,1292.842728,10.0584,15.8496,broken Rock & Grey clay,,,clayey,rock,,gray,,n/a,AECOM (Local Agencies)
343802,17914,,,,-176407.3619,430480.0324,1292.842728,15.8496,20.4216,Red Rock,,,,rock,,red,,n/a,AECOM (Local Agencies)
343803,17914,,,,-176407.3619,430480.0324,1292.842728,20.4216,32.3088,Hard broken basalt,hard,,,rock,,,,n/a,AECOM (Local Agencies)
343804,17914,,,,-176407.3619,430480.0324,1292.842728,32.3088,144.1704,hard lava rock & shale,hard,shaley,rocky,lava,,,,n/a,AECOM (Local Agencies)
343805,17914,,,,-176407.3619,430480.0324,1292.842728,144.1704,145.0848,hard sticky grey claystone,hard,,,claystone,,gray,,fine,AECOM (Local Agencies)
343806,17914,,,,-176407.3619,430480.0324,1292.842728,145.0848,158.496,hard brown claystone,hard,,,claystone,,brown,,fine,AECOM (Local Agencies)
343807,17914,,,,-176407.3619,430480.0324,1292.842728,158.496,183.4896,broken blue rock,,,,rock,,blue,,n/a,AECOM (Local Agencies)
343808,17915,| 1089024,,,-203760.07,383623.912,927.469824,0,18.29,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343809,17915,| 1089024,,,-203760.07,383623.912,927.469824,18.29,30.48,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343810,17915,| 1089024,,,-203760.07,383623.912,927.469824,30.48,105.16,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343811,17916,| 58600,,,-236543.7585,387813.4473,856.89948,0,13.716,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343812,17916,| 58600,,,-236543.7585,387813.4473,856.89948,13.716,18.288,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343813,17916,| 58600,,,-236543.7585,387813.4473,856.89948,18.288,19.812,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343814,17916,| 58600,,,-236543.7585,387813.4473,856.89948,19.812,24.384,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343815,17916,| 58600,,,-236543.7585,387813.4473,856.89948,24.384,30.48,clay with rock,,,rocky,clay,,,,fine,AECOM (Local Agencies)
343816,17917,| 12937,,,-215951.3833,408903.5438,929.390064,0.61,1.83,boulders,,,,boulders,,,,coarse,AECOM (Local Agencies)
343817,17917,| 12937,,,-215951.3833,408903.5438,929.390064,1.83,9.14,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343818,17917,| 12937,,,-215951.3833,408903.5438,929.390064,9.14,91.44,diorite,,,,rock,,,,n/a,AECOM (Local Agencies)
343819,17917,| 12937,,,-215951.3833,408903.5438,929.390064,91.44,96.62,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
343820,17917,| 12937,,,-215951.3833,408903.5438,929.390064,96.62,96.93,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343821,17917,| 12937,,,-215951.3833,408903.5438,929.390064,96.93,118.87,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
343822,17917,| 12937,,,-215951.3833,408903.5438,929.390064,118.87,119.18,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343823,17917,| 12937,,,-215951.3833,408903.5438,929.390064,119.18,121.92,Antelope Mtn Quartzite?,,,,rock,,,,n/a,AECOM (Local Agencies)
343824,17918,| 61794,,,-247584.0039,397903.1137,900.879072,0,0.6096,top soil ,,,,top soil,,,,n/a,AECOM (Local Agencies)
343825,17918,| 61794,,,-247584.0039,397903.1137,900.879072,0.6096,6.096,clay with gravel,,,gravelly,clay,,,,fine,AECOM (Local Agencies)
343826,17918,| 61794,,,-247584.0039,397903.1137,900.879072,6.096,10.668,gravel with someclay,,,,gravel,,,,coarse,AECOM (Local Agencies)
343827,17918,| 61794,,,-247584.0039,397903.1137,900.879072,10.668,16.764,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343828,17918,| 61794,,,-247584.0039,397903.1137,900.879072,16.764,22.86,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343829,17918,| 61794,,,-247584.0039,397903.1137,900.879072,22.86,28.956,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343830,17918,| 61794,,,-247584.0039,397903.1137,900.879072,28.956,35.052,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343831,17918,| 61794,,,-247584.0039,397903.1137,900.879072,35.052,41.148,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343832,17918,| 61794,,,-247584.0039,397903.1137,900.879072,41.148,47.244,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343833,17918,| 61794,,,-247584.0039,397903.1137,900.879072,47.244,53.34,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343834,17918,| 61794,,,-247584.0039,397903.1137,900.879072,53.34,65.532,rock with clay,,,clayey,rock,,,,n/a,AECOM (Local Agencies)
343835,17919,| 563205,,,-200762.7418,399970.4412,798.127944,1.83,10.67,"hard pan, boulders",hard,,bouldery,clay,,,,fine,AECOM (Local Agencies)
343836,17919,| 563205,,,-200762.7418,399970.4412,798.127944,10.67,14.63,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343837,17919,| 563205,,,-200762.7418,399970.4412,798.127944,14.63,18.9,fractured volcanic rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343838,17920,| 555719,,,-198187.2315,388596.1921,934.69968,0,18.29,"sand, boulders",,,bouldery,sand,,,,coarse,AECOM (Local Agencies)
343839,17920,| 555719,,,-198187.2315,388596.1921,934.69968,18.29,54.86,"sand, gravel, boulder",,bouldery,gravelly,sand,,,,coarse,AECOM (Local Agencies)
343840,17920,| 555719,,,-198187.2315,388596.1921,934.69968,54.86,121.92,"clay, boulders, andesite",,rocky,bouldery,clay,,,,fine,AECOM (Local Agencies)
343841,17921,| 1074428,,,-217578.66,412811.0724,858.521016,0,4.57,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343842,17921,| 1074428,,,-217578.66,412811.0724,858.521016,4.57,42.06,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
343843,17921,| 1074428,,,-217578.66,412811.0724,858.521016,42.06,42.67,fractured shale,fractured,,,shale,,,,n/a,AECOM (Local Agencies)
343844,17921,| 1074428,,,-217578.66,412811.0724,858.521016,42.67,45.72,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
343845,17921,| 1074428,,,-217578.66,412811.0724,858.521016,45.72,60.96,granite,,,,rock,,,,n/a,AECOM (Local Agencies)
343846,17921,| 1074428,,,-217578.66,412811.0724,858.521016,60.96,73.15,fractured granite,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343847,17922,| E0116575,,,-196937.6267,406567.5165,850.608408,0,0.61,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343848,17922,| E0116575,,,-196937.6267,406567.5165,850.608408,0.61,64.01,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343849,17922,| E0116575,,,-196937.6267,406567.5165,850.608408,64.01,67.06,sandy water,,,,sand,,,,coarse,AECOM (Local Agencies)
343850,17922,| E0116575,,,-196937.6267,406567.5165,850.608408,67.06,76.2,fractured rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343851,17922,| E0116575,,,-196937.6267,406567.5165,850.608408,76.2,79.25,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343852,17923,,,,-160647.5871,440800.1528,1295.131776,0,4.572,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
343853,17923,,,,-160647.5871,440800.1528,1295.131776,4.572,14.3256,chalk and sand,,,sandy,rock,,,,n/a,AECOM (Local Agencies)
343854,17923,,,,-160647.5871,440800.1528,1295.131776,14.3256,16.1544,chalk,,,,rock,,,,n/a,AECOM (Local Agencies)
343855,17923,,,,-160647.5871,440800.1528,1295.131776,16.1544,23.4696,chalk and sand,,,sandy,rock,,,,n/a,AECOM (Local Agencies)
343856,17923,,,,-160647.5871,440800.1528,1295.131776,23.4696,26.5176,packed sand,packed,,,sand,,,,coarse,AECOM (Local Agencies)
343857,17923,,,,-160647.5871,440800.1528,1295.131776,26.5176,28.0416,chalk,,,,rock,,,,n/a,AECOM (Local Agencies)
343858,17923,,,,-160647.5871,440800.1528,1295.131776,28.0416,35.9664,fine sand,fine,,,sand,,,,coarse,AECOM (Local Agencies)
343859,17923,,,,-160647.5871,440800.1528,1295.131776,35.9664,44.196,fine quick sand,fine,,,sand,,,,coarse,AECOM (Local Agencies)
343860,17923,,,,-160647.5871,440800.1528,1295.131776,44.196,45.72,chalk,,,,rock,,,,n/a,AECOM (Local Agencies)
343861,17924,| 14905,,,-217569.6064,407192.266,892.768344,0,19.51,"clay, rock",,,rocky,clay,,,,fine,AECOM (Local Agencies)
343862,17924,| 14905,,,-217569.6064,407192.266,892.768344,19.51,42.67,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
343863,17925,| 64702,,,-245947.9664,399470.8827,932.950128,0,1.2192,top soil ,,,,top soil,,,,n/a,AECOM (Local Agencies)
343864,17925,| 64702,,,-245947.9664,399470.8827,932.950128,1.2192,8.5344,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343865,17925,| 64702,,,-245947.9664,399470.8827,932.950128,8.5344,28.956,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343866,17925,| 64702,,,-245947.9664,399470.8827,932.950128,28.956,29.2608,gravel ,,,,gravel,,,,coarse,AECOM (Local Agencies)
343867,17925,| 64702,,,-245947.9664,399470.8827,932.950128,29.2608,42.672,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343868,17925,| 64702,,,-245947.9664,399470.8827,932.950128,42.672,54.864,rock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343869,17925,| 64702,,,-245947.9664,399470.8827,932.950128,54.864,57.912,bedrock ,,,,rock,,,,n/a,AECOM (Local Agencies)
343870,17926,| 60243,,,-240075.0697,378135.5075,913.281384,0,0.6096,rock with dirt,,,loamy,rock,,,,n/a,AECOM (Local Agencies)
343871,17926,| 60243,,,-240075.0697,378135.5075,913.281384,0.6096,15.24,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
343872,17926,| 60243,,,-240075.0697,378135.5075,913.281384,15.24,36.576,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
343873,17927,| E0203455,,,-203836.3346,379418.0017,1010.043192,1.52,6.1,"boulders, cobbles",,,cobbley,boulders,,,,coarse,AECOM (Local Agencies)
343874,17927,| E0203455,,,-203836.3346,379418.0017,1010.043192,6.1,18.29,"cobble, gravel, sand",,sandy,gravelly,cobbles,,,,coarse,AECOM (Local Agencies)
343875,17927,| E0203455,,,-203836.3346,379418.0017,1010.043192,18.29,31.09,"gravel, sand",,,sandy,gravel,,,,coarse,AECOM (Local Agencies)
343876,17928,| 1074977,,,-199811.3707,392763.4838,859.990152,0,30.48,gravel & boulders,,,bouldery,gravel,,,,coarse,AECOM (Local Agencies)
343877,17928,| 1074977,,,-199811.3707,392763.4838,859.990152,30.48,36.58,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
343878,17928,| 1074977,,,-199811.3707,392763.4838,859.990152,36.58,79.25,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
343879,17929,| 60372,,,-243082.6544,384649.266,942.48732,0,0.6096,rocks with topsoil,,,soily,rock,,,,n/a,AECOM (Local Agencies)
343880,17929,| 60372,,,-243082.6544,384649.266,942.48732,0.6096,2.4384,rocks with loosegravel,,,,rock,,,,n/a,AECOM (Local Agencies)
343881,17929,| 60372,,,-243082.6544,384649.266,942.48732,2.4384,6.7056,boulders with granite,,,rocky,boulders,,,,coarse,AECOM (Local Agencies)
343882,17929,| 60372,,,-243082.6544,384649.266,942.48732,6.7056,7.3152,loose gravel ,loose,,,gravel,,,,coarse,AECOM (Local Agencies)
343883,17929,| 60372,,,-243082.6544,384649.266,942.48732,7.3152,12.192,boulders with gravel,,,gravelly,boulders,,,,coarse,AECOM (Local Agencies)
343884,17930,,,,-169448.6785,424407.5503,1294.769064,0,1.524,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
343885,17930,,,,-169448.6785,424407.5503,1294.769064,1.524,3.3528,sand and clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
343886,17930,,,,-169448.6785,424407.5503,1294.769064,3.3528,5.1816,clay and sand,,,sandy,clay,,,,fine,AECOM (Local Agencies)
343887,17930,,,,-169448.6785,424407.5503,1294.769064,5.1816,6.7056,gray sand and layers of clay,,,clayey,sand,,gray,,coarse,AECOM (Local Agencies)
343888,17930,,,,-169448.6785,424407.5503,1294.769064,6.7056,8.5344,gray sand,,,,sand,,gray,,coarse,AECOM (Local Agencies)
343889,17930,,,,-169448.6785,424407.5503,1294.769064,8.5344,10.3632,gray quick sand and gravel,,,gravelly,sand,,gray,,coarse,AECOM (Local Agencies)
343890,17930,,,,-169448.6785,424407.5503,1294.769064,10.3632,12.192,gray clay,,,,clay,,gray,,fine,AECOM (Local Agencies)
343891,17930,,,,-169448.6785,424407.5503,1294.769064,12.192,12.8016,sand and gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
343892,17931,| 58909,,,-244483.3211,392908.6454,927.229032,0,0.6096,top soil ,,,,top soil,,,,n/a,AECOM (Local Agencies)
343893,17931,| 58909,,,-244483.3211,392908.6454,927.229032,0.6096,7.3152,boulders with sand,,,sandy,boulders,,,,coarse,AECOM (Local Agencies)
343894,17931,| 58909,,,-244483.3211,392908.6454,927.229032,7.3152,17.9832,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
343895,17931,| 58909,,,-244483.3211,392908.6454,927.229032,17.9832,18.8976,sand ,,,,sand,,,,coarse,AECOM (Local Agencies)
343896,17931,| 58909,,,-244483.3211,392908.6454,927.229032,18.8976,28.956,clay with boulders,,,bouldery,clay,,,,fine,AECOM (Local Agencies)
343897,17931,| 58909,,,-244483.3211,392908.6454,927.229032,28.956,32.004,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343898,17931,| 58909,,,-244483.3211,392908.6454,927.229032,32.004,33.528,gravel ,,,,gravel,,,,coarse,AECOM (Local Agencies)
343899,17931,| 58909,,,-244483.3211,392908.6454,927.229032,33.528,36.576,clay ,,,,clay,,,,fine,AECOM (Local Agencies)
343900,17932,| 406949,,,-204557.7475,375068.354,1379.3724,0,19.81,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343901,17932,| 406949,,,-204557.7475,375068.354,1379.3724,19.81,42.67,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
343902,17932,| 406949,,,-204557.7475,375068.354,1379.3724,42.67,43.89,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
343903,17933,| 1096118,,,-205520.9356,397683.4201,819.838848,1.52,6.1,"clay, gravel, boulders",,bouldery,gravelly,clay,,,,fine,AECOM (Local Agencies)
343904,17933,| 1096118,,,-205520.9356,397683.4201,819.838848,6.1,21.03,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
343905,17933,| 1096118,,,-205520.9356,397683.4201,819.838848,21.03,22.86,fractured rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
343906,17934,| 380189,,,-201958.0694,375567.7948,1203.86856,0,10.97,clay,,,,clay,,,,fine,AECOM (Local Agencies)
343907,17934,| 380189,,,-201958.0694,375567.7948,1203.86856,10.97,21.95,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
343908,17934,| 380189,,,-201958.0694,375567.7948,1203.86856,21.95,28.96,"clay, sand",,,sandy,clay,,,,fine,AECOM (Local Agencies)
343909,17934,| 380189,,,-201958.0694,375567.7948,1203.86856,28.96,48.77,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
343910,17934,| 380189,,,-201958.0694,375567.7948,1203.86856,48.77,62.48,"andesite, sand",,,sandy,rock,,,,n/a,AECOM (Local Agencies)
343911,17935,| 406080,,,-196483.7133,394525.3597,879.738144,0,0.61,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
343912,17935,| 406080,,,-196483.7133,394525.3597,879.738144,0.61,7.32,loam,,,,loam,,,,fine,AECOM (Local Agencies)
343913,17935,| 406080,,,-196483.7133,394525.3597,879.738144,7.32,12.19,"volcanic rock, cinder",volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
343914,17935,| 406080,,,-196483.7133,394525.3597,879.738144,12.19,13.41,"volcanic rock, basalt, boulders",volcanic,,bouldery,rock,,,,n/a,AECOM (Local Agencies)
